idFilme,generoartista,nomeartista,profissao
tt1579773,actor,Chalapathi Rao,actor
tt1579773,actor,Babloo,actor
tt1579773,actor,Banerjee,actor
tt1579773,actor,Brahmanandam,actor
tt1579779,actor,Brahmanandam,actor
tt1579779,actor,Mohammad Ali,actor
tt1579779,actress,Silpa Chakravarthy,actress
tt1579779,actor,Tanikella Bharani,actor
tt1579782,actor,Kaushal Manda,actor
tt1579782,actor,Siva Reddy,actor
tt1579782,actor,Devan,actor
tt1579782,actor,Venu Madhav,actor
tt1579782,actor,Brahmanandam,actor
tt1579782,actress,Keerthi Chawla,actress
tt1579782,actor,J.D. Chakravarthi,actor
tt1579801,actor,Ananth,actor
tt1579801,actor,Gundu Hanumantha Rao,actor
tt1579801,actor,Ravi Babu,actor
tt1579801,actress,Annapoorna,actress
tt1579801,actor,Brahmanandam,actor
tt1579801,actor,Prabhu Deva,actor
tt1579802,actor,Rajendra Prasad,actor
tt1579802,actress,Ramya Krishnan,actress
tt1579802,actor,Allari Naresh,actor
tt1579802,actress,Mounika,actress
tt1579802,actress,Radhika Chaudhari,actress
tt1579802,actor,Brahmanandam,actor
tt1579811,actor,Brahmanandam,actor
tt1579811,actress,Shriya Saran,actress
tt1579811,actor,Raja,actor
tt1579812,actor,Brahmanandam,actor
tt1579812,actor,Bharath Bhagavathar,actor
tt1579812,actress,Bhavya,actress
tt1579812,actor,Shankar Bhat,actor
tt1579820,actor,Allu Ramalingaiah,actor
tt1579820,actor,Brahmanandam,actor
tt1579820,actor,J.D. Chakravarthi,actor
tt1579820,actress,Srividya,actress
tt1579820,actress,Rachana Banerjee,actress
tt1579820,actor,Sarath Babu,actor
tt1579820,actor,Kaikala Satyanarayana,actor
tt1579821,actor,Srikanth,actor
tt1579821,actor,Nagarjuna Akkineni,actor
tt1579821,actress,Soundarya,actress
tt1579821,actor,Rajendra Prasad,actor
tt1579847,actor,Babu Mohan,actor
tt1579847,actress,Chandana,actress
tt1579847,actor,Brahmanandam,actor
tt1579847,actor,Sachiin Joshi,actor
tt1579847,actor,Ganesh,actor
tt1579847,actor,Banerjee,actor
tt1579847,actress,Bhanupriya,actress
tt1579847,actor,Chitram Basha,actor
tt1579849,actor,Babu Mohan,actor
tt1579849,actor,Sivaji,actor
tt1579849,actress,Kaniha,actress
tt1579849,actor,Banerjee,actor
tt1579849,actress,Anitha Patil,actress
tt1579849,actor,Mohammad Ali,actor
tt1579849,actor,Srikanth,actor
tt1579850,actor,Raja Goutham,actor
tt1579850,actor,Giri Babu,actor
tt1579850,actor,Ravi Babu,actor
tt1579850,actor,Tanikella Bharani,actor
tt1579858,actor,Pruthvi,actor
tt1579858,actor,Giri Babu,actor
tt1579858,actor,Brahmanandam,actor
tt1579858,actor,Mallikharjunarao,actor
tt1579858,actor,Ananth,actor
tt1579858,actress,Maheshwari,actress
tt1579861,actress,Ekta Khosla,actress
tt1579861,actor,Navdeep,actor
tt1579861,actor,Brahmanandam,actor
tt1579867,actor,Jagapathi Babu,actor
tt1579867,actress,Soundarya,actress
tt1579867,actor,Ananth,actor
tt1579867,actress,Maheshwari,actress
tt1579869,actor,Brahmanandam,actor
tt1579869,actress,Sakshi Shivanand,actress
tt1579869,actor,Abbas,actor
tt1579887,actor,Brahmanandam,actor
tt1579887,actor,Meka Srikanth,actor
tt1579887,actress,Soundarya,actress
tt1579887,actor,Srikanth,actor
tt1579887,actor,Ranganath,actor
tt1579887,actor,Anandraj,actor
tt1579890,actor,M. Mallikarjuna Rao,actor
tt1579890,actor,Rajendra Prasad,actor
tt1579890,actor,Brahmanandam,actor
tt1579890,actor,Murali Mohan,actor
tt1579890,actor,Kota Srinivasa Rao,actor
tt1579890,actor,Srihari,actor
tt1579890,actress,Meena,actress
tt1579902,actress,Gajala,actress
tt1579902,actor,Brahmanandam,actor
tt1579902,actor,Raja,actor
tt1579907,actor,Srikanth,actor
tt1579907,actor,Meka Srikanth,actor
tt1579907,actor,Brahmanandam,actor
tt1579907,actress,Laila,actress
tt1579950,actor,Vallabha,actor
tt1579950,actor,Brahmanandam,actor
tt1579950,actress,Jaya Seal,actress
tt1579950,actor,Lakshman Rao Kondavalasa,actor
tt1579950,actor,Sunil,actor
tt1579950,actress,Priyamani,actress
tt1579985,actor,Tanikella Bharani,actor
tt1579985,actor,Aahuthi Prasad,actor
tt1579985,actress,Mehek,actress
tt1579985,actress,Delhi Rajeshwari,actress
tt1579985,actor,Surya Prakash,actor
tt1579985,actor,Brahmanandam,actor
tt1579985,actor,Chitram Seenu,actor
tt1579985,actor,Prakash Raj,actor
tt1580008,actor,Rajendra Prasad,actor
tt1580008,actress,Vanisri,actress
tt1580008,actress,Ashwini,actress
tt1580008,actor,Brahmanandam,actor
tt1580023,actress,Madhavi Latha,actress
tt1580023,actress,Apoorva,actress
tt1580023,actress,Kinnera,actress
tt1580023,actor,Nani,actor
tt1580023,actor,Gundu Hanumantha Rao,actor
tt1580023,actor,Brahmanandam,actor
tt1582564,actress,Tamannaah Bhatia,actress
tt1582564,actor,Brahmanandam,actor
tt1582564,actor,Ravi Krishna,actor
tt1582567,actress,Aarthi Agarwal,actress
tt1582567,actor,Brahmanandam,actor
tt1582567,actor,Dharmavarapu Subramanyam,actor
tt1583266,actor,Brahmanandam,actor
tt1583266,actress,Bhavana,actress
tt1583266,actor,Babu Mohan,actor
tt1583266,actor,Mohammad Ali,actor
tt1583283,actor,Venkatesh Daggubati,actor
tt1583283,actor,Brahmanandam,actor
tt1583283,actress,Simran,actress
tt1583284,actress,Annapoorna,actress
tt1583284,actor,Raghu Babu,actor
tt1583284,actor,Krishna Bhagavan,actor
tt1583284,actor,Brahmanandam,actor
tt15839646,actor,Md Ariful Islam,actor
tt15839646,actor,Varun Sandesh,actor
tt15839646,actress,Farnaz Shetty,actress
tt15840188,actor,Surya Kumar Bhagawan Das,actor
tt15840188,actor,Posani Krishna Murali,
tt15840188,actor,Sai Ronak,actor
tt15840188,actor,Mohammad Ali,actor
tt15840188,actress,Neha Solanki,actress
tt15840196,actress,Naina Ganguly,actress
tt15840196,actor,Vennela Kishore,actor
tt15840196,actress,Manjula Ghattamaneni,actress
tt15840196,actress,Annapoorna,actress
tt0000009,actress,Blanche Bayliss,actress
tt0000009,actor,William Courtenay,actor
tt0000009,actor,Chauncey Depew,actor
tt0006456,actor,Chester Barnett,actor
tt0006456,actor,Paul Capellani,actor
tt0006456,actress,June Elvidge,actress
tt0006456,actress,Alice Brady,actress
tt0006456,actor,Leslie Stowe,actor
tt0008658,actor,Lajos Kemenes,actor
tt0008658,actor,Sándor Góth,actor
tt0008658,actor,Zoltán Szerémy,actor
tt0008658,actress,Ica von Lenkeffy,actress
tt0008930,actress,Juanita Hansen,actress
tt0008930,actor,Lon Chaney,actor
tt0008930,actress,Dorothy Phillips,actress
tt0008930,actor,Harry von Meter,actor
tt0008930,actor,William Stowell,actor
tt0008930,actress,Gladys Tennyson,actress
tt0009176,actress,Colette O'Neil,actress
tt0009176,actress,Margaret Bannerman,actress
tt0009176,actress,Ada King,actress
tt0009176,actor,Hayford Hobbs,actor
tt0009176,actor,Norman McKinnel,actor
tt0009176,actor,Edward O'Neill,actor
tt0009523,actor,Jules Raucourt,actor
tt0009523,actress,Isabel Berwin,actress
tt0009523,actress,Marguerite Clark,actress
tt0009523,actor,Henry Leone,actor
tt0009523,actress,Marcia Harris,actress
tt0011837,actor,Harry Frank,actor
tt0011837,actor,Rudolf Klein-Rogge,actor
tt0011837,actor,Hans Marr,actor
tt0011837,actress,Loni Nest,actress
tt0011837,actress,Mia May,actress
tt0012091,actress,Yolande Duquette,actress
tt0012091,actress,Ann Trevor,actress
tt0012091,actor,Reginald Fox,actor
tt0012091,actress,Dorothy Fane,actress
tt0012091,actor,Clive Brook,actor
tt0012181,actress,Mildred Harris,actress
tt0012181,actress,Dorothy Dalton,actress
tt0012181,actor,Conrad Nagel,actor
tt0012181,actor,Theodore Kosloff,actor
tt0012958,actor,Ivor Novello,soundtrack
tt0012958,actor,C. Aubrey Smith,actor
tt0012958,actress,Gladys Cooper,actress
tt0012958,actress,Ellen Terry,actress
tt0014284,actress,Sa-Ngiam Navisthira,actress
tt0014284,actor,Luang Pharotkamkoson,actor
tt0014284,actor,Khun Ram Pharotsat,actor
tt0015518,actor,Holbrook Blinn,actor
tt0015518,actor,Lyn Harding,actor
tt0015518,actress,Marion Davies,actress
tt0015518,actor,Macklyn Arbuckle,actor
tt0016706,actress,Mona Palma,actress
tt0016706,actor,Wyndham Standing,actor
tt0016706,actress,Dale Fuller,actress
tt0016706,actor,Thomas Meighan,actor
tt0017462,actress,Dolores Costello,actress
tt0017462,actress,Kate Price,actress
tt0017462,actor,Jason Robards Sr.,actor
tt0017462,actress,Louise Dresser,actress
tt0017462,actor,Rockliffe Fellowes,actor
tt0017465,actor,William H. Turner,actor
tt0017465,actress,Marilyn Mills,actress
tt0017465,actor,Josef Swickard,actor
tt0017465,actor,Martin Turner,actor
tt0018503,actress,Clara Ibáñez,actress
tt0018503,actor,Guillermo Pacheco,actor
tt0018503,actor,Vecino Orizaba,actor
tt0018503,actress,Angelita Ibáñez,actress
tt0018503,actor,Manuel Oropeza,actor
tt0018503,actor,Rafael Araiza,actor
tt0018503,actor,Carlos Sánchez Alducín,actor
tt0018503,actor,Carrera Sr.,actor
tt0018507,actor,Ivor Novello,soundtrack
tt0018507,actress,Nina Vanna,actress
tt0018507,actress,Isabel Jeans,actress
tt0018507,actress,Julie Suedo,actress
tt0019179,actor,Richard Dix,actor
tt0019179,actress,Ruth Elder,actress
tt0019179,actor,Brooks Benedict,actor
tt0019179,actor,Roscoe Karns,actor
tt0019972,actress,Dolores Costello,actress
tt0019972,actor,Grant Withers,actor
tt0019972,actor,James Kirkwood,actor
tt0019972,actor,George Fawcett,actor
tt0020073,actor,Ray Milland,actor
tt0020073,actor,Moore Marriott,actor
tt0020073,actor,Bruce Gordon,actor
tt0020073,actress,Mona Goya,actress
tt0020202,actress,Charlotte Ander,actress
tt0020202,actor,Hans Albers,actor
tt0020202,actor,Walter Janssen,actor
tt0020202,actor,Otto Wallburg,actor
tt0020328,actress,Constance Bennett,actress
tt0020328,actor,Regis Toomey,actor
tt0020328,actor,Robert Ames,actor
tt0020328,actor,Mahlon Hamilton,actor
tt0021211,actor,John Halliday,actor
tt0021211,actor,C. Henry Gordon,actor
tt0021211,actress,Dorothy Mackaill,actress
tt0021211,actress,Ilka Chase,actress
tt0021211,actress,Sally Blane,actress
tt0021211,actor,Joel McCrea,actor
tt0021610,actress,Jeanette MacDonald,soundtrack
tt0021610,actor,Victor McLaglen,actor
tt0021610,actor,Roland Young,actor
tt0021610,actor,Sam Hardy,actor
tt0021774,actor,Armand Bernard,actor
tt0021774,actor,Jean Murat,actor
tt0021774,actress,Vony Myriame,actress
tt0021774,actress,Marie Glory,actress
tt0022407,actor,James Dunn,actor
tt0022407,actress,Linda Watkins,actress
tt0022407,actress,Minna Gombell,actress
tt0022407,actor,Howard Phillips,actor
tt0022494,actress,Mady Berry,actress
tt0022494,actress,Jane Loury,actress
tt0022494,actress,Josseline Gaël,actress
tt0022494,actor,Marcel Lévesque,actor
tt0022494,actor,Jean Gabin,actor
tt0023359,actor,Andrei Gorchilin,actor
tt0023359,actress,Mariya Belousova,actress
tt0023359,actress,Yevgeniya Rogulina,actress
tt0023359,actor,Aleksandr Baturin,actor
tt0025115,actor,Marcel André,actor
tt0025115,actress,Ghislaine Bru,actress
tt0025115,actor,Paul Azaïs,actor
tt0025115,actress,Jeanne Cheirel,actress
tt0027146,actress,Minna Gombell,actress
tt0027146,actor,Ferdinand Munier,actor
tt0027146,actress,Martha Sleeper,actress
tt0027146,actor,Otto Kruger,actor
tt0027605,actor,Erik 'Bullen' Berglund,actor
tt0027605,actress,Karin Swanström,actress
tt0027605,actor,Olof Winnerstrand,actor
tt0027605,actress,Birgit Tengroth,actress
tt0028147,actor,Paul Hörbiger,actor
tt0028147,actor,Wolf Albach-Retty,actor
tt0028147,actress,Magda Schneider,actress
tt0028147,actress,Adele Sandrock,actress
tt0029094,actress,Helena Grossówna,actress
tt0029094,actor,Stanislaw Sielanski,actor
tt0029094,actor,Aleksander Zabczynski,actor
tt0029094,actor,Romuald Gierasienski,actor
tt0029141,actor,Kurt Meisel,actor
tt0029141,actress,Jutta Freybe,actress
tt0029141,actor,Karl Ludwig Diehl,actor
tt0029141,actress,Dorothea Wieck,actress
tt0029710,actor,Tom Keene,actor
tt0029710,actor,Maurice Black,actor
tt0029710,actress,Luana Walters,actress
tt0029710,actor,Budd Buster,actor
tt0029871,actress,Gina Falckenberg,actress
tt0029871,actor,Mathias Wieman,actor
tt0029871,actress,Brigitte Horney,actress
tt0029871,actress,Maria Koppenhöfer,actress
tt0030362,actor,Carl Raddatz,actor
tt0030362,actor,Paul Hörbiger,actor
tt0030362,actress,Gisela Uhlen,actress
tt0030362,actress,Carla Rust,actress
tt0030827,actor,Antal Páger,actor
tt0030827,actress,Mariska Vízváry,actress
tt0030827,actress,Éva Szörényi,actress
tt0030827,actress,Erzsi Simor,actress
tt0031474,actress,Charlott Daudert,actress
tt0031474,actress,Ilse Werner,actress
tt0031474,actress,Elisabeth Lennartz,actress
tt0031474,actor,Johannes Riemann,actor
tt0031866,actor,Maurizio D'Ancora,actor
tt0031866,actor,Rossano Brazzi,actor
tt0031866,actress,Elsa Wagner,actress
tt0031866,actress,Marte Harell,actress
tt0032502,actress,Ida Turay,actress
tt0032502,actor,Kálmán Rózsahegyi,actor
tt0032502,actress,Livia Kollár,actress
tt0032502,actress,Éva Szaplonczay,actress
tt0033182,actress,Lizzi Waldmüller,actress
tt0033182,actor,Werner Hinz,actor
tt0033182,actress,Marte Harell,actress
tt0033182,actor,Albrecht Schoenhals,actor
tt0033751,actress,Brigitte Horney,actress
tt0033751,actor,Nicolas Koline,actor
tt0033751,actor,Johannes Heesters,actor
tt0033751,actor,O.E. Hasse,actor
tt0033778,actor,Tauno Palo,actor
tt0033778,actress,Ester Toivonen,actress
tt0033778,actress,Regina Linnanheimo,actress
tt0033778,actress,Siiri Angerkoski,actress
tt0033778,actor,Unto Salminen,actor
tt0033778,actor,Toppo Elonperä,actor
tt0035952,actor,Jess Barker,actor
tt0035952,actor,Sonny Tufts,actor
tt0035952,actress,Olivia de Havilland,actress
tt0035952,actress,Anne Shirley,actress
tt0035972,actress,Charlotte Wynters,actress
tt0035972,actor,Sheldon Leonard,producer
tt0035972,actor,Johnny Downs,actor
tt0035972,actress,Rosemary Lane,actress
tt0036067,actress,Sirkka Sipilä,actress
tt0036067,actress,Regina Linnanheimo,actress
tt0036067,actress,Elsa Rantalainen,actress
tt0036067,actress,Ester Toivonen,actress
tt0036067,actor,Leif Wager,actor
tt0036792,actress,Susanne von Almassy,actress
tt0036792,actor,Hans Nielsen,actor
tt0036792,actress,Hertha Feiler,actress
tt0036792,actor,Hans Söhnker,actor
tt0037284,actor,Benkt-Åke Benktsson,actor
tt0037284,actor,Arne Nyberg,actor
tt0037284,actress,Alfhild Degerberg,actress
tt0037284,actor,Åke Engfeldt,actor
tt0037413,actress,Lotte Lang,actress
tt0037413,actor,Victor Janson,actor
tt0037413,actress,Christl Mardayn,actress
tt0037413,actress,Ilse Hanel,actress
tt0037413,actress,Marte Harell,actress
tt0037413,actor,Erik Frey,actor
tt0037524,actress,Fatma Rouchdi,actress
tt0037524,actor,Youssef Wahbi,actor
tt0040461,actress,Tove Maës,actress
tt0040461,actress,Erni Arneson,actress
tt0040461,actor,Hans Kurt,actor
tt0040461,actor,Rasmus Christiansen,actor
tt0040521,actor,Hermann Erhardt,actor
tt0040521,actor,Karl Skraup,actor
tt0040521,actor,Albin Skoda,actor
tt0040521,actress,Ditta Donnah,actress
tt0040521,actress,Angelika Hauff,actress
tt0040521,actor,Rudolf Prack,actor
tt0042676,actor,Kurt Meisel,actor
tt0042676,actress,Margot Hielscher,actress
tt0042676,actress,Charlotte Witthauer,actress
tt0042676,actress,Hannelore Bollmann,actress
tt0042778,actress,Keiko Tsushima,actress
tt0042778,actor,Masao Wakahara,actor
tt0042778,actor,Osamu Takizawa,actor
tt0042778,actress,Yumeji Tsukioka,actress
tt0043627,actress,Liselotte Pulver,actress
tt0043627,actor,Gunnar Möller,actor
tt0043627,actor,O.W. Fischer,actor
tt0043627,actress,Gardy Granass,actress
tt0044470,actor,Mário Mascarenhas,actor
tt0044470,actor,Alcir Damata,actor
tt0044470,actor,Bruno Mauro,actor
tt0044470,actress,Cláudia Montenegro,actress
tt0044470,actor,Humberto Mauro,director
tt0044470,actor,Lourival Coutinho,actor
tt0044470,actor,Alfredo Souto de Almeida,actor
tt0044470,actress,Zizinha Macedo,actress
tt0046433,actress,Gardy Granass,actress
tt0046433,actress,Christl Mardayn,actress
tt0046433,actor,Hans Putz,actor
tt0046433,actor,Curd Jürgens,actor
tt0046686,actress,Suchitra Sen,actress
tt0046686,actress,Chandrabati Devi,actress
tt0046686,actor,Kamal Mitra,actor
tt0046686,actor,Uttam Kumar,actor
tt0047007,actress,Hjördis Petterson,actress
tt0047007,actress,Elsa Prawitz,actress
tt0047007,actor,Folke Sundquist,actor
tt0047007,actor,Edvin Adolphson,actor
tt0047645,actress,Anna Maria Ferrero,actress
tt0047645,actor,Massimo Serato,actor
tt0047645,actor,Leonardo Botta,actor
tt0047645,actress,Patricia Roc,actress
tt0047695,actor,Heinz Engelmann,actor
tt0047695,actress,Ilse Werner,actress
tt0047695,actor,Klaus-Ulrich Krause,actor
tt0047695,actor,Helmuth Schneider,actor
tt0047992,actor,Leonid Gallis,actor
tt0047992,actress,Marina Ladynina,actress
tt0047992,actor,Sergei Romodanov,actor
tt0047992,actor,Vasili Toporkov,actor
tt0048274,actor,Joe Stöckel,actor
tt0048274,actress,Marianne Koch,actress
tt0048274,actress,Linda Geiser,actress
tt0048274,actor,Michael Cramer,actor
tt0048587,actress,Fulvia Franco,actress
tt0048587,actress,Eva Vanicek,actress
tt0048587,actor,Gabriele Tinti,actor
tt0048587,actress,Elena Altieri,actress
tt0048609,actress,Bibha Bhattacharya,actress
tt0048609,actor,Jiben Bose,actor
tt0048609,actor,Gangapada Basu,actor
tt0048609,actor,Sital Bannerjee,actor
tt0048738,actress,Milly Vitale,actress
tt0048738,actress,Mara Lane,actress
tt0048738,actor,Gino Sinimberghi,actor
tt0048738,actor,Alberto Farnese,actor
tt0048941,actress,Erika Dunkelmann,actress
tt0048941,actor,Gustav Püttjer,actor
tt0048941,actor,Götz George,actor
tt0048941,actor,Alfred Maack,actor
tt0049274,actor,Manolo Morán,actor
tt0049274,actress,Madeleine Fischer,actress
tt0049274,actor,Francisco Rabal,actor
tt0049274,actor,Juan Calvo,actor
tt0049297,actor,Kurt Vespermann,actor
tt0049297,actor,Martin Benrath,actor
tt0049297,actor,Ludwig Linkmann,actor
tt0049297,actress,Carsta Löck,actress
tt0049545,actor,Gope,actor
tt0049545,actor,Johnny Walker,actor
tt0049545,actor,Jayant,actor
tt0049545,actress,Meena Kumari,actress
tt0049545,actress,Kumkum,actress
tt0049545,actor,Murad,actor
tt0049545,actor,Kishore Kumar,music_department
tt0049545,actor,Pran Sikand,actor
tt0049628,actor,Nino Besozzi,actor
tt0049628,actor,Sergio Tofano,actor
tt0049628,actor,Alberto Farnese,actor
tt0049628,actress,Giulia Rubini,actress
tt0049628,actress,Milly Vitale,actress
tt0049779,actress,Maj-Britt Nilsson,actress
tt0049779,actress,Margit Saad,actress
tt0049779,actor,Karlheinz Böhm,actor
tt0049779,actor,Walter Giller,actor
tt0049985,actor,Hannes Schmidhauser,actor
tt0049985,actor,Peter Arens,actor
tt0049985,actress,Nelly Borgeaud,actress
tt0049985,actor,Heinrich Gretler,actor
tt0050355,actress,Barbara Frey,actress
tt0050355,actress,Edith Elmay,actress
tt0050355,actor,Horst Buchholz,actor
tt0050355,actress,Karin Hardt,actress
tt0050605,actress,Yumi Shirakawa,actress
tt0050605,actress,Keiko Tsushima,actress
tt0050605,actor,Toshirô Mifune,actor
tt0050605,actor,Hiroshi Koizumi,actor
tt0050760,actor,Franek Trefalt,actor
tt0050760,actor,Stane Sever,actor
tt0050760,actress,Elvira Kralj,actress
tt0050760,actress,Metka Gabrijelcic,actress
tt0050862,actor,Joe Stöckel,actor
tt0050862,actress,Marianne Hold,actress
tt0050862,actress,Annie Rosar,actress
tt0050862,actor,Gerhard Riedmann,actor
tt0051024,actor,Toni Sailer,actor
tt0051024,actress,Margit Saad,actress
tt0051024,actress,Ingrid Andree,actress
tt0051024,actor,Boy Gobert,actor
tt0051350,actor,Gustavo Rojo,actor
tt0051350,actress,Elisa Montés,actress
tt0051350,actress,Erika Remberg,actress
tt0051350,actor,Juanjo Menéndez,actor
tt0051829,actress,Yvonne Lombard,actress
tt0051829,actor,Åke Söderblom,actor
tt0051829,actress,Gaby Stenberg,actress
tt0051829,actor,Egon Larsson,actor
tt0051918,actor,Claus Wilcke,actor
tt0051918,actress,Vera Tschechowa,actress
tt0051918,actor,Horst Frank,actor
tt0051918,actress,Wera Frydtberg,actress
tt0052053,actor,Alexander Knox,actor
tt0052053,actress,Virginia McKenna,actress
tt0052053,actress,Yvonne Mitchell,actress
tt0052053,actor,Bill Travers,actor
tt0052176,actor,Adriano Cecconi,actor
tt0052176,actor,Mario Carotenuto,actor
tt0052176,actress,Mara Berni,actress
tt0052176,actress,Marian De Koning,actress
tt0052624,actor,Axel von Ambesser,actor
tt0052624,actor,Carlos Thompson,actor
tt0052624,actress,Johanna von Koczian,actress
tt0052624,actress,Hilde Hildebrand,actress
tt0052883,actor,Peter Vogel,actor
tt0052883,actress,Ingeborg Schöner,actress
tt0052883,actress,Sabine Bethmann,actress
tt0052883,actor,Rudolf Lenz,actor
tt0052954,actress,Waheeda Rehman,actress
tt0052954,actor,Johnny Walker,actor
tt0052954,actor,Guru Dutt,actor
tt0052954,actress,Kumari Naaz,actress
tt0052965,actress,Karuna Bannerjee,actress
tt0053658,actress,Sandra Sinclair,actress
tt0053658,actress,Blaze Starr,actress
tt0053658,actor,William Mayer,actor
tt0053658,actor,Gene Berk,actor
tt0053658,actor,Stephen Bloom,actor
tt0053658,actress,Louise Downe,actress
tt0053658,actor,Ralph Young,soundtrack
tt0054217,actress,Marisa Prado,actress
tt0054217,actor,Anselmo Duarte,actor
tt0054217,actress,Isabel de Castro,actress
tt0054217,actor,Américo Coimbra,actor
tt0054386,actor,Denis Shaw,actor
tt0054386,actress,Claire Gordon,actress
tt0054386,actor,Emrys Jones,actor
tt0054386,actress,Patricia Dainton,actress
tt0054591,actress,Nanda Karnataki,actress
tt0054591,actress,Padmini,actress
tt0054591,actor,Raj Kapoor,actor
tt0054591,actor,Abhi Bhattacharya,actor
tt0055376,actor,Wolfgang Preiss,actor
tt0055376,actress,Adeline Wagner,actress
tt0055376,actress,Ulla Jacobsson,actress
tt0055376,actor,Hartmut Reck,actor
tt0055385,actress,Manorama,actress
tt0055385,actor,Hiralal,actor
tt0055385,actor,Jagdish Raj,actor
tt0055385,actor,Dev Anand,actor
tt0055385,actress,Sahira,actress
tt0055385,actress,Waheeda Rehman,actress
tt0056004,actor,Peter Weck,actor
tt0056004,actor,Sieghardt Rupp,actor
tt0056004,actress,Sabine Sinjen,actress
tt0056004,actress,Gerlinde Locker,actress
tt0056094,actress,Siiri Angerkoski,actress
tt0056094,actress,Elin Aaltonen,actress
tt0056094,actor,Matti Aro,actor
tt0056094,actor,Stig Fransman,actor
tt0056245,actor,Ivan Pereverzev,actor
tt0056245,actor,Valentin Grachyov,actor
tt0056245,actor,Oleg Tabakov,actor
tt0056245,actress,Ada Sheremetyeva,actress
tt0056263,actor,Erik Schumann,actor
tt0056263,actor,Vico Torriani,actor
tt0056263,actress,Monika Dahlberg,actress
tt0056263,actress,Barbara Frey,actress
tt0056423,actress,Ann Smyrner,actress
tt0056423,actress,Annie Rosar,actress
tt0056423,actor,Walther Reyer,actor
tt0056423,actor,Willy Birgel,actor
tt0058478,actor,Gérard Tichy,actor
tt0058478,actress,Soledad Miranda,actress
tt0058478,actress,Margit Kocsis,actress
tt0058478,actor,Gabriele Tinti,actor
tt0058628,actor,Aleksey Batalov,actor
tt0058628,actor,Nikolai Alekseyev,actor
tt0058628,actor,Andrei Abrikosov,actor
tt0058628,actress,Lionella Pyryeva,actress
tt0059231,actor,Branislav Miladinovic,actor
tt0059231,actress,Vukosava Krunic,actress
tt0059231,actress,Slobodanka Markovic,actress
tt0059231,actor,Bosko Toskic,actor
tt0062161,actor,Yun Ling,actor
tt0062161,actress,Feng Chiang,actress
tt0062161,actor,Wei Ou,actor
tt0062161,actress,Ling Wen,actress
tt0062393,actress,Tatyana Doronina,actress
tt0062393,actor,Vyacheslav Shalevich,actor
tt0062393,actor,Oleg Efremov,actor
tt0062393,actress,Alevtina Rumyantseva,actress
tt0063163,actor,David Abraham,actor
tt0063163,actor,Madan Puri,actor
tt0063163,actor,Rehman Khan,actor
tt0063163,actress,Tanuja Samarth,actress
tt0063163,actor,Shashi Kapoor,actor
tt0063163,actress,Nanda Karnataki,actress
tt0063225,actress,Claudia Bremer,actress
tt0063225,actress,Charlotte Witthauer,actress
tt0063225,actress,Vera Tschechowa,actress
tt0063225,actor,Jörg Schleicher,actor
tt0063225,actor,Nikolaus Dutsch,actor
tt0063225,actor,Rolf Zacher,actor
tt0063225,actor,Vadim Glowna,actor
tt0063253,actress,Tamara Syomina,actress
tt0063253,actress,Larisa Luzhina,actress
tt0063253,actress,Zhanna Prokhorenko,actress
tt0063253,actor,Leonid Kuravlyov,actor
tt0063444,actor,Faruk Begolli,actor
tt0063444,actress,Dusica Zegarac,actress
tt0063444,actor,Ljubisa Samardzic,actor
tt0063444,actress,Neda Arneric,actress
tt0063719,actor,Mladen Crnobrnja,actor
tt0063719,actor,Predrag Tasovac,actor
tt0063719,actress,Stanislava Pesic,actress
tt0063719,actress,Lenka Neumann,actress
tt0063719,actress,Tatjana Beljakova,actress
tt0063719,actor,Dragan Nikolic,actor
tt0064798,actor,Pippo Franco,actor
tt0064798,actor,Francesco Mulè,actor
tt0064798,actor,Mal,soundtrack
tt0064798,actress,Silvia Dionisio,actress
tt0064857,actor,Dharmendra,actor
tt0064857,actress,Vyjayanthimala,actress
tt0064857,actor,Pran Sikand,actor
tt0064857,actress,Helen,actress
tt0065169,actress,Barbara Scott,actress
tt0065169,actor,Karl-Heinz Bauer,actor
tt0065169,actress,Ingrid Back,actress
tt0065169,actor,Hans Hass Jr.,actor
tt0065465,actor,Steven Adamczewski,actor
tt0065465,actress,Luzi Kryn,actress
tt0065465,actor,Dietmar Kracht,actor
tt0065903,actor,Biswajeet Chatterjee,actor
tt0065903,actor,Dharmendra,actor
tt0065903,actress,Sadhana Shivdasani,actress
tt0065903,actress,Nadira,actress
tt0066316,actor,Adrian Brine,actor
tt0066316,actor,Hans Snaauw,actor
tt0066316,actress,Quinn O'Hara,actress
tt0066316,actress,Sarah Brackett,actress
tt0066316,actor,Milton Irons,actor
tt0066316,actress,Nelly Frijda,actress
tt0067654,actor,Vitali Solomin,actor
tt0067654,actress,Elizaveta Nikishchikhina,actress
tt0067654,actor,Armen Dzhigarkhanyan,actor
tt0067654,actor,Viktor Pavlov,actor
tt0067654,actress,Tamara Syomina,actress
tt0067726,actor,Nikolay Rybnikov,actor
tt0067726,actor,Leonid Kuravlyov,actor
tt0067726,actor,Oleg Zhakov,actor
tt0067726,actress,Alla Larionova,actress
tt0067951,actress,Catrin Westerlund,actress
tt0067951,actor,Lars Lind,actor
tt0067951,actress,Christina Schollin,actress
tt0067951,actor,Johnny Nash,soundtrack
tt0068017,actor,Manfred Zapatka,actor
tt0068017,actress,Giulia Follina,actress
tt0068017,actress,Hildegard Krekel,actress
